prefix,completion,translation,score,type,particle_num,model_type,trial_id
What are the coordinates of the 8 squares at 2x4?,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (map (lambda x1 (cons 4 x1)) (range 8))),0,final,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4?,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (map (lambda x1 (cons 4 x1)) (list 1 2,0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4?,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (list (car x0) (cdr x0))) (coloredTiles 2-4)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4?,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (list 4 5 6 7 8)),0,rollout,2,REGULAR,15
What are the coordinates of the ship,What are the coordinates of the ship that is touching the blue ship?,(topleft (coloredTiles (touching Blue))),0,rollout,1,REGULAR,15
What are the coordinates of the ship,What are the coordinates of the ship that occupies 2 squares?,(map (lambda x0 (topleft x0)) (filter (lambda x0 (= (size x0) 2)) (set AllColors,0,rollout,1,REGULAR,15
What are the coordinates of the ship,What are the coordinates of the ship to the right of the blue ship?,(right (coloredTiles Blue)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if,What are the coordinates of the ship if its color is white and has 2 tiles?,(topleft (coloredTiles White)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if,What are the coordinates of the ship if it's at 5D?,(topleft (coloredTiles 5-D)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if,What are the coordinates of the ship if there is one?,(map (lambda x0 (topleft (coloredTiles x0))) (set AllColors)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there,What are the coordinates of the ship if there is one?,(coloredTiles (set AllColors)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there,What are the coordinates of the ship if there is one and what is its orientation?,(map (lambda x0 (list (topleft x0) (orient x0))) (set AllColors)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there,What are the coordinates of the ship if there is one?,(if (== (size Red) 4) (topleft (coloredTiles Red)) (if (== (size Blue) 3),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is,What are the coordinates of the ship if there is one?,(if (not (== (size Red) 0)) (topleft (coloredTiles Red)) (if (not (== (size Blue,0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is,What are the coordinates of the ship if there is no ship?,(topleft (coloredTiles Water)),0.350104,rollout,1,REGULAR,15
What are the coordinates of the ship if there is,What are the coordinates of the ship if there is one?,(coloredTiles (set AllColors)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a,What are the coordinates of the ship if there is a ship at 5E?,(topleft (coloredTiles (color 5-E))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a,What are the coordinates of the ship if there is a ship at 3F?,(if (== (color 3-F) Water) (list) (topleft (coloredTiles (color 3-F)))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a,What are the coordinates of the ship if there is a ship and that ship is the largest?,(topleft (max (map (lambda x0 (coloredTiles x0)) (set AllColors)))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship,What are the coordinates of the ship if there is a ship at 1A?,(topleft (coloredTiles (color 1-A))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship,What are the coordinates of the ship if there is a ship there?,(coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (color,0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship,What are the coordinates of the ship if there is a ship at 3B?,(topleft (coloredTiles (color 3-B))),1.028586,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting,What are the coordinates of the ship if there is a ship starting at 9F?,(topleft (coloredTiles (coloredTiles 9-F))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting,What are the coordinates of the ship if there is a ship starting at 5B?,(topleft (coloredTiles (coloredTiles 5-B))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting,What are the coordinates of the ship if there is a ship starting at 2A?,(topleft (coloredTiles (coloredTiles 2-A))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at,What are the coordinates of the ship if there is a ship starting at 1A and going downwards,(topleft (coloredTiles (coloredTiles 1-A))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at,What are the coordinates of the ship if there is a ship starting at 4E?,(topleft (coloredTiles (coloredTiles 4-E))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at,What are the coordinates of the ship if there is a ship starting at 2D and ending at 4A?,(coloredTiles (ship 2-D 4-A)),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at ,What are the coordinates of the ship if there is a ship starting at 4B?,(topleft (coloredTiles (coloredTiles 4-B))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at ,What are the coordinates of the ship if there is a ship starting at 2D?,(topleft (coloredTiles (coloredTiles 2-D))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at ,What are the coordinates of the ship if there is a ship starting at 1B?,(topleft (coloredTiles (color 1-B))),0.485461,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1,What are the coordinates of the ship if there is a ship starting at 1B?,(topleft (coloredTiles (color 1-B))),0.485461,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1,What are the coordinates of the ship if there is a ship starting at 1C?,(topleft (coloredTiles (coloredTiles 1-C))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1,What are the coordinates of the ship if there is a ship starting at 1C?,(topleft (coloredTiles (coloredTiles 1-C))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E,What are the coordinates of the ship if there is a ship starting at 1E and the ship is 4 tiles long?,(topleft (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredTiles (coloredT,0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (color 1-E))),0.932138,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (color 1-E))),0.932138,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E?,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (color 1-E))),0.932138,final,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E?,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (coloredTiles 1-E))),0,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E?,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (color 1-E))),0.932138,rollout,1,REGULAR,15
What are the coordinates of the ship if there is a ship starting at 1E?,What are the coordinates of the ship if there is a ship starting at 1E?,(topleft (coloredTiles (color 1-E))),0.932138,rollout,1,REGULAR,15
What,What is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,0,COMBINED,14
What,What is the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,0,COMBINED,14
What,What is at B3?,(color B-3),0,rollout,0,COMBINED,14
What,What is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,1,COMBINED,14
What,What is the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,COMBINED,14
What,What is at B3?,(color B-3),0,rollout,1,COMBINED,14
What,What is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,2,COMBINED,14
What,What is the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,COMBINED,14
What,What is at B3?,(color B-3),0,rollout,2,COMBINED,14
What,What is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,3,COMBINED,14
What,What is the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,COMBINED,14
What,What is at B3?,(color B-3),0,rollout,3,COMBINED,14
What,What is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,4,COMBINED,14
What,What is the topmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,COMBINED,14
What,What is at B3?,(color B-3),0,rollout,4,COMBINED,14
What is,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,0,COMBINED,14
What is,What is the coordinate of the topmost square of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,0,COMBINED,14
What is,What is the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,0,COMBINED,14
What is,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,1,COMBINED,14
What is,What is the coordinate of the topmost square of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,1,COMBINED,14
What is,What is the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,1,COMBINED,14
What is,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,2,COMBINED,14
What is,What is the coordinate of the topmost square of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,2,COMBINED,14
What is,What is the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,2,COMBINED,14
What is,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,3,COMBINED,14
What is,What is the coordinate of the topmost square of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,3,COMBINED,14
What is,What is the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,3,COMBINED,14
What is,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,4,COMBINED,14
What is,What is the coordinate of the topmost square of the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,4,COMBINED,14
What is,What is the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,4,COMBINED,14
What is the,What is the bottom-most cell in the 2nd row?,(bottomright (coloredTiles 2-2)),0,rollout,0,COMBINED,14
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,0,COMBINED,14
What is the,What is the coordinate of the leftmost tile of the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,0,COMBINED,14
What is the,What is the bottom-most cell in the 2nd row?,(bottomright (coloredTiles 2-2)),0,rollout,1,COMBINED,14
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,1,COMBINED,14
What is the,What is the coordinate of the leftmost tile of the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,1,COMBINED,14
What is the,What is the bottom-most cell in the 2nd row?,(bottomright (coloredTiles 2-2)),0,rollout,2,COMBINED,14
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,2,COMBINED,14
What is the,What is the coordinate of the leftmost tile of the blue ship?,(topleft (coloredTiles Blue)),1.583839,rollout,2,COMBINED,14
What is the,What is the bottom-most cell in the 2nd row?,(bottomright (coloredTiles 2-2)),0,rollout,3,COMBINED,14
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.002896,rollout,3,COMBINED,14
